OBJECTID,SA2011,node_dist,stop_dist,centre_in,node_in,stop_in,iso_cutoff,iso_date,iso_type,iso_hectar,centre_X,centre_Y,node_X,node_Y,stop_X,stop_Y,SHAPE_Length,SHAPE_Area
10785,N00002697,43,123,1,1,1,900,12/6/2022,from_centroid,521,337079.5,330767.66,337122.06,330760.95,337119.1,330884.1,7960.847724,1790825.459
10786,N00002697,43,123,1,1,1,1800,12/6/2022,from_centroid,3919,337079.5,330767.66,337122.06,330760.95,337119.1,330884.1,56244.92891,13431695.27
10787,N00002697,43,123,1,1,1,2700,12/6/2022,from_centroid,12146,337079.5,330767.66,337122.06,330760.95,337119.1,330884.1,189846.245,41626971.99
10788,N00002697,43,123,1,1,1,3600,12/6/2022,from_centroid,19323,337079.5,330767.66,337122.06,330760.95,337119.1,330884.1,288339.2763,66133265.15
10789,N00002698,12,139,1,1,1,900,12/6/2022,from_centroid,470,337088.49,331260.67,337092.17,331249.25,337217.1,331209.1,6617.209587,1611478.026
10790,N00002698,12,139,1,1,1,1800,12/6/2022,from_centroid,4462,337088.49,331260.67,337092.17,331249.25,337217.1,331209.1,66622.40311,15272844.22
10791,N00002698,12,139,1,1,1,2700,12/6/2022,from_centroid,13100,337088.49,331260.67,337092.17,331249.25,337217.1,331209.1,199744.5298,44848574.73
10792,N00002698,12,139,1,1,1,3600,12/6/2022,from_centroid,20159,337088.49,331260.67,337092.17,331249.25,337217.1,331209.1,291519.5199,68926329.86
10793,N00002699,14,175,1,1,1,900,12/6/2022,from_centroid,1846,339440.25,348704.74,339436.66,348691.48,339548.29,348842.79,41622.71606,6288852.057
10794,N00002699,14,175,1,1,1,1800,12/6/2022,from_centroid,14686,339440.25,348704.74,339436.66,348691.48,339548.29,348842.79,197367.0429,49970011.96
10795,N00002699,14,175,1,1,1,2700,12/6/2022,from_centroid,31800,339440.25,348704.74,339436.66,348691.48,339548.29,348842.79,398504.9773,108183325.9
10796,N00002699,14,175,1,1,1,3600,12/6/2022,from_centroid,40876,339440.25,348704.74,339436.66,348691.48,339548.29,348842.79,509200.1654,139107175.8
10797,N00002700,21,171,1,1,0,900,12/6/2022,from_centroid,1011,339630.25,349211.75,339651.53,349212.28,339461.81,349181.14,19968.13004,3446435.611
10798,N00002700,21,171,1,1,0,1800,12/6/2022,from_centroid,10064,339630.25,349211.75,339651.53,349212.28,339461.81,349181.14,149368.8976,34240372.05
10799,N00002700,21,171,1,1,0,2700,12/6/2022,from_centroid,26018,339630.25,349211.75,339651.53,349212.28,339461.81,349181.14,333298.1663,88535997.47
10800,N00002700,21,171,1,1,0,3600,12/6/2022,from_centroid,36701,339630.25,349211.75,339651.53,349212.28,339461.81,349181.14,458063.2365,124858075.3
10801,N00002701,15,688,1,1,1,900,12/6/2022,from_centroid,210,340112.28,347602.74,340098.41,347597.06,339473,347349.42,4459.080902,713777.475
10802,N00002701,15,688,1,1,1,1800,12/6/2022,from_centroid,2037,340112.28,347602.74,340098.41,347597.06,339473,347349.42,38240.473,6925278.142
10803,N00002701,15,688,1,1,1,2700,12/6/2022,from_centroid,6384,340112.28,347602.74,340098.41,347597.06,339473,347349.42,116475.7515,21724471.34
10804,N00002701,15,688,1,1,1,3600,12/6/2022,from_centroid,9982,340112.28,347602.74,340098.41,347597.06,339473,347349.42,181701.5296,33970366.9
10805,N00002702,15,121,1,1,1,900,12/6/2022,from_centroid,700,339546.25,348980.74,339535.47,348970.11,339566.31,348861.32,17291.8372,2381186.71
10806,N00002702,15,121,1,1,1,1800,12/6/2022,from_centroid,10813,339546.25,348980.74,339535.47,348970.11,339566.31,348861.32,149801.6544,36827337.77
10807,N00002702,15,121,1,1,1,2700,12/6/2022,from_centroid,27639,339546.25,348980.74,339535.47,348970.11,339566.31,348861.32,363791.706,94048995.62
10808,N00002702,15,121,1,1,1,3600,12/6/2022,from_centroid,35833,339546.25,348980.74,339535.47,348970.11,339566.31,348861.32,441323.8131,121922503.2
10809,N00002703,14,231,1,1,1,900,12/6/2022,from_centroid,1174,341972.27,349089.74,341958.03,349087.97,341898.38,349308.29,20160.94186,4008252.597
10810,N00002703,14,231,1,1,1,1800,12/6/2022,from_centroid,6431,341972.27,349089.74,341958.03,349087.97,341898.38,349308.29,85460.75049,21891451.15
10811,N00002703,14,231,1,1,1,2700,12/6/2022,from_centroid,13579,341972.27,349089.74,341958.03,349087.97,341898.38,349308.29,159496.1219,46253516.89
10812,N00002703,14,231,1,1,1,3600,12/6/2022,from_centroid,19819,341972.27,349089.74,341958.03,349087.97,341898.38,349308.29,249168.4796,67559304.62
10813,N00002704,22,100,1,1,1,900,12/6/2022,from_centroid,1183,344092.3,348702.74,344091.41,348680.33,344012.47,348762.31,20734.15607,4024022.129
10814,N00002704,22,100,1,1,1,1800,12/6/2022,from_centroid,6174,344092.3,348702.74,344091.41,348680.33,344012.47,348762.31,75967.80206,20992327.17
10815,N00002704,22,100,1,1,1,2700,12/6/2022,from_centroid,14401,344092.3,348702.74,344091.41,348680.33,344012.47,348762.31,179392.8639,49037908.97
10816,N00002704,22,100,1,1,1,3600,12/6/2022,from_centroid,26828,344092.3,348702.74,344091.41,348680.33,344012.47,348762.31,351015.296,91414680.31
10817,N00002705,32,1431,1,1,0,900,12/6/2022,from_centroid,151,341922.32,345901.73,341953.31,345894.4,340522.99,345603,3090.903965,515638.8845
10818,N00002705,32,1431,1,1,0,1800,12/6/2022,from_centroid,529,341922.32,345901.73,341953.31,345894.4,340522.99,345603,9982.609363,1804035.526
10819,N00002705,32,1431,1,1,0,2700,12/6/2022,from_centroid,574,341922.32,345901.73,341953.31,345894.4,340522.99,345603,11458.41953,1957711.716
10820,N00002705,32,1431,1,1,0,3600,12/6/2022,from_centroid,574,341922.32,345901.73,341953.31,345894.4,340522.99,345603,11458.41953,1957711.716
10821,N00002706,29,794,1,1,0,900,12/6/2022,from_centroid,143,339855.22,350658.75,339878.55,350641.32,340251.43,349970.55,3888.821256,487979.2918
10822,N00002706,29,794,1,1,0,1800,12/6/2022,from_centroid,1211,339855.22,350658.75,339878.55,350641.32,340251.43,349970.55,22138.20332,4125136.316
10823,N00002706,29,794,1,1,0,2700,12/6/2022,from_centroid,2972,339855.22,350658.75,339878.55,350641.32,340251.43,349970.55,48308.9672,10117267.25
10824,N00002706,29,794,1,1,0,3600,12/6/2022,from_centroid,5669,339855.22,350658.75,339878.55,350641.32,340251.43,349970.55,95229.40302,19287810.96
10825,N00002707,16,1230,1,1,1,900,12/6/2022,from_centroid,97,338610.42,337362.69,338626.24,337366.21,338190.05,338518.04,2744.449921,331203.6571
10826,N00002707,16,1230,1,1,1,1800,12/6/2022,from_centroid,388,338610.42,337362.69,338626.24,337366.21,338190.05,338518.04,7893.19037,1324235.954
10827,N00002707,16,1230,1,1,1,2700,12/6/2022,from_centroid,388,338610.42,337362.69,338626.24,337366.21,338190.05,338518.04,7893.19037,1324235.954
10828,N00002707,16,1230,1,1,1,3600,12/6/2022,from_centroid,388,338610.42,337362.69,338626.24,337366.21,338190.05,338518.04,7893.19037,1324235.954
10829,N00002708,22,65,1,1,1,900,12/6/2022,from_centroid,2786,335596.39,337044.7,335618.47,337046.54,335532.51,337033.46,49570.48343,9537988.738
10830,N00002708,22,65,1,1,1,1800,12/6/2022,from_centroid,13459,335596.39,337044.7,335618.47,337046.54,335532.51,337033.46,184748.118,45997129.3
10831,N00002708,22,65,1,1,1,2700,12/6/2022,from_centroid,23410,335596.39,337044.7,335618.47,337046.54,335532.51,337033.46,317521.5175,80003831.46
10832,N00002708,22,65,1,1,1,3600,12/6/2022,from_centroid,29853,335596.39,337044.7,335618.47,337046.54,335532.51,337033.46,394987.6117,102074337.8
10833,N00002709,24,320,1,1,0,900,12/6/2022,from_centroid,364,340187.44,337139.69,340188.14,337116.03,340130.28,336824.49,6657.120993,1246892.633
10834,N00002709,24,320,1,1,0,1800,12/6/2022,from_centroid,4249,340187.44,337139.69,340188.14,337116.03,340130.28,336824.49,74300.63419,14496011.66
10835,N00002709,24,320,1,1,0,2700,12/6/2022,from_centroid,8879,340187.44,337139.69,340188.14,337116.03,340130.28,336824.49,154027.3562,30276252.04
10836,N00002709,24,320,1,1,0,3600,12/6/2022,from_centroid,16114,340187.44,337139.69,340188.14,337116.03,340130.28,336824.49,256046.2797,54957770.28
10837,N00002710,17,270,1,1,0,900,12/6/2022,from_centroid,600,340103.45,336555.68,340087.18,336560.45,340130.28,336824.49,12137.23327,2049474.81
10838,N00002710,17,270,1,1,0,1800,12/6/2022,from_centroid,6819,340103.45,336555.68,340087.18,336560.45,340130.28,336824.49,101125.6258,23280452.51
10839,N00002710,17,270,1,1,0,2700,12/6/2022,from_centroid,17468,340103.45,336555.68,340087.18,336560.45,340130.28,336824.49,254504.6554,59591044.35
10840,N00002710,17,270,1,1,0,3600,12/6/2022,from_centroid,27478,340103.45,336555.68,340087.18,336560.45,340130.28,336824.49,373330.6991,93675087.4
10841,N00002711,22,110,1,1,1,900,12/6/2022,from_centroid,1466,340135.45,336259.68,340130.92,336238.54,340197.05,336169.07,28280.19857,5019602.344
10842,N00002711,22,110,1,1,1,1800,12/6/2022,from_centroid,9067,340135.45,336259.68,340130.92,336238.54,340197.05,336169.07,125558.1053,30958949.86
10843,N00002711,22,110,1,1,1,2700,12/6/2022,from_centroid,23240,340135.45,336259.68,340130.92,336238.54,340197.05,336169.07,298380.1615,79256804.71
10844,N00002711,22,110,1,1,1,3600,12/6/2022,from_centroid,38210,340135.45,336259.68,340130.92,336238.54,340197.05,336169.07,485839.5915,130303772.4
10845,N00002712,15,964,1,1,1,900,12/6/2022,from_centroid,222,336299.38,338446.7,336312.92,338454.23,335405.08,338088.03,5513.211748,755409.0596
10846,N00002712,15,964,1,1,1,1800,12/6/2022,from_centroid,1815,336299.38,338446.7,336312.92,338454.23,335405.08,338088.03,36885.20702,6195608.77
10847,N00002712,15,964,1,1,1,2700,12/6/2022,from_centroid,3052,336299.38,338446.7,336312.92,338454.23,335405.08,338088.03,61498.85746,10383025.09
10848,N00002712,15,964,1,1,1,3600,12/6/2022,from_centroid,3137,336299.38,338446.7,336312.92,338454.23,335405.08,338088.03,61134.02073,10674190.14
10849,N00002713,22,201,1,1,1,900,12/6/2022,from_centroid,637,336784.3,344321.73,336804.19,344313.03,336908.03,344162.99,14374.16273,2164576.155
10850,N00002713,22,201,1,1,1,1800,12/6/2022,from_centroid,3148,336784.3,344321.73,336804.19,344313.03,336908.03,344162.99,40029.1581,10713718.25
10851,N00002713,22,201,1,1,1,2700,12/6/2022,from_centroid,3192,336784.3,344321.73,336804.19,344313.03,336908.03,344162.99,40482.06335,10867827.48
10852,N00002713,22,201,1,1,1,3600,12/6/2022,from_centroid,3234,336784.3,344321.73,336804.19,344313.03,336908.03,344162.99,41904.94063,11007518.29
10853,N00002714,12,977,1,1,0,900,12/6/2022,from_centroid,181,335689.21,349023.75,335696.8,349014,336592.42,349396.81,4245.627125,613344.5715
10854,N00002714,12,977,1,1,0,1800,12/6/2022,from_centroid,445,335689.21,349023.75,335696.8,349014,336592.42,349396.81,8503.140019,1511758.73
10855,N00002714,12,977,1,1,0,2700,12/6/2022,from_centroid,445,335689.21,349023.75,335696.8,349014,336592.42,349396.81,8503.140019,1511758.73
10856,N00002714,12,977,1,1,0,3600,12/6/2022,from_centroid,445,335689.21,349023.75,335696.8,349014,336592.42,349396.81,8503.140019,1511758.73
10857,N00002715,35,886,1,1,0,900,12/6/2022,from_centroid,213,337636.22,349275.75,337666.18,349257.51,336759.02,349153.84,4970.401876,718815.9266
10858,N00002715,35,886,1,1,0,1800,12/6/2022,from_centroid,1065,337636.22,349275.75,337666.18,349257.51,336759.02,349153.84,19035.65389,3620214.978
10859,N00002715,35,886,1,1,0,2700,12/6/2022,from_centroid,1132,337636.22,349275.75,337666.18,349257.51,336759.02,349153.84,20153.03131,3846345.217
10860,N00002715,35,886,1,1,0,3600,12/6/2022,from_centroid,1791,337636.22,349275.75,337666.18,349257.51,336759.02,349153.84,41160.19837,6089066.47
10861,N00002716,7,185,1,1,1,900,12/6/2022,from_centroid,937,336689.22,348769.75,336682.54,348768.63,336650.67,348588.96,15089.36828,3195839.655
10862,N00002716,7,185,1,1,1,1800,12/6/2022,from_centroid,3629,336689.22,348769.75,336682.54,348768.63,336650.67,348588.96,35891.85089,12335323.22
10863,N00002716,7,185,1,1,1,2700,12/6/2022,from_centroid,4237,336689.22,348769.75,336682.54,348768.63,336650.67,348588.96,54523.20621,14400130.46
10864,N00002716,7,185,1,1,1,3600,12/6/2022,from_centroid,11218,336689.22,348769.75,336682.54,348768.63,336650.67,348588.96,149015.0811,38186592.74
10865,N00002717,36,435,1,1,1,900,12/6/2022,from_centroid,426,335141.27,345054.73,335132.21,345089.22,335201.44,345485.8,9805.080769,1450572.546
10866,N00002717,36,435,1,1,1,1800,12/6/2022,from_centroid,3335,335141.27,345054.73,335132.21,345089.22,335201.44,345485.8,43466.33221,11359767.68
10867,N00002717,36,435,1,1,1,2700,12/6/2022,from_centroid,4138,335141.27,345054.73,335132.21,345089.22,335201.44,345485.8,51803.20946,14085715.66
10868,N00002717,36,435,1,1,1,3600,12/6/2022,from_centroid,5608,335141.27,345054.73,335132.21,345089.22,335201.44,345485.8,78989.53579,19078663.15
10869,N00002718,39,356,1,1,1,900,12/6/2022,from_centroid,635,335492.15,352531.77,335512.92,352564.78,335775,352315.92,10256.40955,2160726.024
10870,N00002718,39,356,1,1,1,1800,12/6/2022,from_centroid,6575,335492.15,352531.77,335512.92,352564.78,335775,352315.92,107057.2077,22342503.58
10871,N00002718,39,356,1,1,1,2700,12/6/2022,from_centroid,16850,335492.15,352531.77,335512.92,352564.78,335775,352315.92,275725.4372,57228659.86
10872,N00002718,39,356,1,1,1,3600,12/6/2022,from_centroid,27774,335492.15,352531.77,335512.92,352564.78,335775,352315.92,398468.8093,94354016.31
10873,N00002719,24,914,1,1,0,900,12/6/2022,from_centroid,277,335579.18,351030.76,335556.16,351022.95,335488.05,351939.57,5820.169923,942575.6446
10874,N00002719,24,914,1,1,0,1800,12/6/2022,from_centroid,1239,335579.18,351030.76,335556.16,351022.95,335488.05,351939.57,16711.01844,4211575.432
10875,N00002719,24,914,1,1,0,2700,12/6/2022,from_centroid,1455,335579.18,351030.76,335556.16,351022.95,335488.05,351939.57,19067.25821,4943989.208
10876,N00002719,24,914,1,1,0,3600,12/6/2022,from_centroid,1455,335579.18,351030.76,335556.16,351022.95,335488.05,351939.57,19067.25821,4943989.208
10877,N00002720,48,464,1,1,1,900,12/6/2022,from_centroid,303,353255.6,337267.66,353209.43,337281.52,353624.94,336986.14,7799.583415,1036682.814
10878,N00002720,48,464,1,1,1,1800,12/6/2022,from_centroid,2965,353255.6,337267.66,353209.43,337281.52,353624.94,336986.14,46586.66628,10136403.61
10879,N00002720,48,464,1,1,1,2700,12/6/2022,from_centroid,4908,353255.6,337267.66,353209.43,337281.52,353624.94,336986.14,69186.95966,16767351.36
10880,N00002720,48,464,1,1,1,3600,12/6/2022,from_centroid,8639,353255.6,337267.66,353209.43,337281.52,353624.94,336986.14,133109.855,29474513.26
10881,N00002721,14,1377,1,1,0,900,12/6/2022,from_centroid,211,351670.59,336782.66,351681.18,336792.45,352662.94,337737.13,4314.933101,722964.986
10882,N00002721,14,1377,1,1,0,1800,12/6/2022,from_centroid,529,351670.59,336782.66,351681.18,336792.45,352662.94,337737.13,10791.48162,1801797.257
10883,N00002721,14,1377,1,1,0,2700,12/6/2022,from_centroid,529,351670.59,336782.66,351681.18,336792.45,352662.94,337737.13,10791.48162,1801797.257
10884,N00002721,14,1377,1,1,0,3600,12/6/2022,from_centroid,529,351670.59,336782.66,351681.18,336792.45,352662.94,337737.13,10791.48162,1801797.257
10885,N00002722,10,769,1,1,1,900,12/6/2022,from_centroid,365,349980.51,340422.69,349988.49,340416.59,350516.94,340973.09,6848.530477,1251025.879
10886,N00002722,10,769,1,1,1,1800,12/6/2022,from_centroid,2803,349980.51,340422.69,349988.49,340416.59,350516.94,340973.09,43150.49795,9565654.534
10887,N00002722,10,769,1,1,1,2700,12/6/2022,from_centroid,4856,349980.51,340422.69,349988.49,340416.59,350516.94,340973.09,73042.71673,16577151.19
10888,N00002722,10,769,1,1,1,3600,12/6/2022,from_centroid,8054,349980.51,340422.69,349988.49,340416.59,350516.94,340973.09,129901.1163,27472162.6
10889,N00002723,28,133,1,1,0,900,12/6/2022,from_centroid,663,353702.63,335945.65,353729.54,335953.46,353749.94,336070.15,12746.29953,2274664.685
10890,N00002723,28,133,1,1,0,1800,12/6/2022,from_centroid,3594,353702.63,335945.65,353729.54,335953.46,353749.94,336070.15,56841.24153,12289906.03
10891,N00002723,28,133,1,1,0,2700,12/6/2022,from_centroid,5900,353702.63,335945.65,353729.54,335953.46,353749.94,336070.15,82559.3125,20150975.01
10892,N00002723,28,133,1,1,0,3600,12/6/2022,from_centroid,9714,353702.63,335945.65,353729.54,335953.46,353749.94,336070.15,146300.0134,33150164.5
10893,N00002724,7,86,1,1,1,900,12/6/2022,from_centroid,1223,353779.62,336165.66,353772.38,336166.66,353863.94,336151.15,21508.36544,4184455.871
10894,N00002724,7,86,1,1,1,1800,12/6/2022,from_centroid,4422,353779.62,336165.66,353772.38,336166.66,353863.94,336151.15,64111.39022,15108054.92
10895,N00002724,7,86,1,1,1,2700,12/6/2022,from_centroid,6827,353779.62,336165.66,353772.38,336166.66,353863.94,336151.15,87829.17547,23321547.05
10896,N00002724,7,86,1,1,1,3600,12/6/2022,from_centroid,10965,353779.62,336165.66,353772.38,336166.66,353863.94,336151.15,156375.5952,37422284.9
10897,N00002725,14,365,1,1,1,900,12/6/2022,from_centroid,379,347958.52,338111.67,347945.72,338106.49,347917.97,338474.1,9986.636916,1295557.611
10898,N00002725,14,365,1,1,1,1800,12/6/2022,from_centroid,2105,347958.52,338111.67,347945.72,338106.49,347917.97,338474.1,34551.0052,7186078.345
10899,N00002725,14,365,1,1,1,2700,12/6/2022,from_centroid,3006,347958.52,338111.67,347945.72,338106.49,347917.97,338474.1,42064.47498,10257980.54
10900,N00002725,14,365,1,1,1,3600,12/6/2022,from_centroid,3537,347958.52,338111.67,347945.72,338106.49,347917.97,338474.1,49410.67007,12062117.06
10901,N00002726,14,55,1,1,1,900,12/6/2022,from_centroid,751,343813.49,336647.67,343814.56,336634.13,343822.02,336593.09,12614.28389,2571031.959
10902,N00002726,14,55,1,1,1,1800,12/6/2022,from_centroid,3854,343813.49,336647.67,343814.56,336634.13,343822.02,336593.09,65085.28757,13166834.67
10903,N00002726,14,55,1,1,1,2700,12/6/2022,from_centroid,5492,343813.49,336647.67,343814.56,336634.13,343822.02,336593.09,83757.96463,18766217.7
10904,N00002726,14,55,1,1,1,3600,12/6/2022,from_centroid,6593,343813.49,336647.67,343814.56,336634.13,343822.02,336593.09,98047.88292,22518616.55
10905,N00002727,15,218,1,1,1,900,12/6/2022,from_centroid,922,351827.32,352298.76,351823.29,352283.87,352035.87,352237.01,18038.09844,3132103.441
10906,N00002727,15,218,1,1,1,1800,12/6/2022,from_centroid,5208,351827.32,352298.76,351823.29,352283.87,352035.87,352237.01,67855.614,17709972.18
10907,N00002727,15,218,1,1,1,2700,12/6/2022,from_centroid,10635,351827.32,352298.76,351823.29,352283.87,352035.87,352237.01,149826.4248,36129010.19
10908,N00002727,15,218,1,1,1,3600,12/6/2022,from_centroid,24106,351827.32,352298.76,351823.29,352283.87,352035.87,352237.01,341410.2513,81908469.59
10909,N00002728,22,183,1,0,1,900,12/6/2022,from_centroid,573,352360.32,352285.76,352359.67,352307.38,352220.32,352403.04,8757.661441,1950821.273
10910,N00002728,22,183,1,0,1,1800,12/6/2022,from_centroid,4110,352360.32,352285.76,352359.67,352307.38,352220.32,352403.04,57594.17279,13969514.6
10911,N00002728,22,183,1,0,1,2700,12/6/2022,from_centroid,9155,352360.32,352285.76,352359.67,352307.38,352220.32,352403.04,121005.5884,31079928.62
10912,N00002728,22,183,1,0,1,3600,12/6/2022,from_centroid,18048,352360.32,352285.76,352359.67,352307.38,352220.32,352403.04,264970.7779,61288536.83
10913,N00002729,17,230,1,1,0,900,12/6/2022,from_centroid,532,352632.31,353122.76,352646.69,353113.37,352799.86,353280,10723.87208,1811774.371
10914,N00002729,17,230,1,1,0,1800,12/6/2022,from_centroid,5882,352632.31,353122.76,352646.69,353113.37,352799.86,353280,87816.31192,19943953.21
10915,N00002729,17,230,1,1,0,2700,12/6/2022,from_centroid,10042,352632.31,353122.76,352646.69,353113.37,352799.86,353280,135200.6581,34019010.14
10916,N00002729,17,230,1,1,0,3600,12/6/2022,from_centroid,14940,352632.31,353122.76,352646.69,353113.37,352799.86,353280,211510.5136,50590248.52
10917,N00002730,48,253,1,1,0,900,12/6/2022,from_centroid,1000,352767.31,352989.76,352734.57,353024.76,352595.48,352803.59,17225.49125,3395096.056
10918,N00002730,48,253,1,1,0,1800,12/6/2022,from_centroid,7099,352767.31,352989.76,352734.57,353024.76,352595.48,352803.59,101881.154,24085935.89
10919,N00002730,48,253,1,1,0,2700,12/6/2022,from_centroid,11449,352767.31,352989.76,352734.57,353024.76,352595.48,352803.59,147114.3394,38826258.61
10920,N00002730,48,253,1,1,0,3600,12/6/2022,from_centroid,20620,352767.31,352989.76,352734.57,353024.76,352595.48,352803.59,304401.3368,69945664.42
10921,N00002731,14,128,1,1,1,900,12/6/2022,from_centroid,725,352177.32,352523.76,352170.87,352511.88,352200.87,352398.01,13990.9026,2465701.97
10922,N00002731,14,128,1,1,1,1800,12/6/2022,from_centroid,6125,352177.32,352523.76,352170.87,352511.88,352200.87,352398.01,88713.14824,20794759.79
10923,N00002731,14,128,1,1,1,2700,12/6/2022,from_centroid,10382,352177.32,352523.76,352170.87,352511.88,352200.87,352398.01,139183.6619,35206455.67
10924,N00002731,14,128,1,1,1,3600,12/6/2022,from_centroid,20363,352177.32,352523.76,352170.87,352511.88,352200.87,352398.01,299727.8191,69156450.67
10925,N00002732,39,86,1,1,1,900,12/6/2022,from_centroid,1426,352483.31,352804.76,352522.07,352805.76,352487.86,352891.01,24259.724,4832783.548
10926,N00002732,39,86,1,1,1,1800,12/6/2022,from_centroid,8411,352483.31,352804.76,352522.07,352805.76,352487.86,352891.01,115796.9731,28531518.81
10927,N00002732,39,86,1,1,1,2700,12/6/2022,from_centroid,12903,352483.31,352804.76,352522.07,352805.76,352487.86,352891.01,161935.5704,43722816.11
10928,N00002732,39,86,1,1,1,3600,12/6/2022,from_centroid,24067,352483.31,352804.76,352522.07,352805.76,352487.86,352891.01,341071.2764,81658421.1
10929,N00002733,17,236,1,1,0,900,12/6/2022,from_centroid,938,352756.32,352474.76,352767.96,352487.21,352579.74,352631.34,14791.8219,3182651.026
10930,N00002733,17,236,1,1,0,1800,12/6/2022,from_centroid,6657,352756.32,352474.76,352767.96,352487.21,352579.74,352631.34,92051.83271,22583908.42
10931,N00002733,17,236,1,1,0,2700,12/6/2022,from_centroid,10777,352756.32,352474.76,352767.96,352487.21,352579.74,352631.34,142826.0504,36518812.85
10932,N00002733,17,236,1,1,0,3600,12/6/2022,from_centroid,19584,352756.32,352474.76,352767.96,352487.21,352579.74,352631.34,296050.1892,66431878.16
10933,N00002734,22,541,1,1,0,900,12/6/2022,from_centroid,299,340483.1,358238.79,340476.12,358218.34,339988.93,358458.89,5789.021559,1014065.115
10934,N00002734,22,541,1,1,0,1800,12/6/2022,from_centroid,5704,340483.1,358238.79,340476.12,358218.34,339988.93,358458.89,95156.78855,19318695.11
10935,N00002734,22,541,1,1,0,2700,12/6/2022,from_centroid,12815,340483.1,358238.79,340476.12,358218.34,339988.93,358458.89,176165.3189,43398081.73
10936,N00002734,22,541,1,1,0,3600,12/6/2022,from_centroid,22232,340483.1,358238.79,340476.12,358218.34,339988.93,358458.89,276487.2823,75213252.9
10937,N00002735,26,427,1,1,1,900,12/6/2022,from_centroid,871,336161.08,356796.79,336185.81,356804.2,336489.26,356523.89,18890.41103,2947229.102
10938,N00002735,26,427,1,1,1,1800,12/6/2022,from_centroid,5925,336161.08,356796.79,336185.81,356804.2,336489.26,356523.89,78535.2739,20084015.03
10939,N00002735,26,427,1,1,1,2700,12/6/2022,from_centroid,16159,336161.08,356796.79,336185.81,356804.2,336489.26,356523.89,200951.1025,54865871.05
10940,N00002735,26,427,1,1,1,3600,12/6/2022,from_centroid,29013,336161.08,356796.79,336185.81,356804.2,336489.26,356523.89,355745.1792,98541300.82
10941,N00002736,12,1501,1,1,0,900,12/6/2022,from_centroid,303,339087.14,354852.77,339080.62,354842.86,337937.96,355817.9,5648.524965,1023482.522
10942,N00002736,12,1501,1,1,0,1800,12/6/2022,from_centroid,806,339087.14,354852.77,339080.62,354842.86,337937.96,355817.9,13725.70949,2735844.693
10943,N00002736,12,1501,1,1,0,2700,12/6/2022,from_centroid,806,339087.14,354852.77,339080.62,354842.86,337937.96,355817.9,13725.70949,2735844.693
10944,N00002736,12,1501,1,1,0,3600,12/6/2022,from_centroid,806,339087.14,354852.77,339080.62,354842.86,337937.96,355817.9,13725.70949,2735844.693
10945,N00002737,260,645,1,1,1,900,12/6/2022,from_centroid,182,337295.11,355864.78,337070.42,355733.35,337937.96,355817.9,5614.175421,616641.1287
10946,N00002737,260,645,1,1,1,1800,12/6/2022,from_centroid,4851,337295.11,355864.78,337070.42,355733.35,337937.96,355817.9,69258.37044,16458591.79
10947,N00002737,260,645,1,1,1,2700,12/6/2022,from_centroid,14234,337295.11,355864.78,337070.42,355733.35,337937.96,355817.9,190464.1233,48330228.8
10948,N00002737,260,645,1,1,1,3600,12/6/2022,from_centroid,25454,337295.11,355864.78,337070.42,355733.35,337937.96,355817.9,324220.2516,86475941.57
10949,N00002738,23,139,1,1,1,900,12/6/2022,from_centroid,1543,342385.15,356341.78,342394.75,356320.98,342523.92,356348.93,31299.86252,5233948.993
10950,N00002738,23,139,1,1,1,1800,12/6/2022,from_centroid,10400,342385.15,356341.78,342394.75,356320.98,342523.92,356348.93,134073.4674,35276678.52
10951,N00002738,23,139,1,1,1,2700,12/6/2022,from_centroid,19522,342385.15,356341.78,342394.75,356320.98,342523.92,356348.93,216237.4313,66156397.39
10952,N00002738,23,139,1,1,1,3600,12/6/2022,from_centroid,29870,342385.15,356341.78,342394.75,356320.98,342523.92,356348.93,299488.3261,101159612.7
10953,N00002739,28,173,1,1,1,900,12/6/2022,from_centroid,754,341510.2,353127.76,341537.36,353134.13,341339.95,353098.94,17382.50395,2561496.51
10954,N00002739,28,173,1,1,1,1800,12/6/2022,from_centroid,5453,341510.2,353127.76,341537.36,353134.13,341339.95,353098.94,70009.77076,18535750
10955,N00002739,28,173,1,1,1,2700,12/6/2022,from_centroid,9666,341510.2,353127.76,341537.36,353134.13,341339.95,353098.94,124959.7928,32882523.93
10956,N00002739,28,173,1,1,1,3600,12/6/2022,from_centroid,16018,341510.2,353127.76,341537.36,353134.13,341339.95,353098.94,214738.7378,54528564.41
10957,N00002740,56,108,1,1,1,900,12/6/2022,from_centroid,2213,344693.23,353221.76,344743.41,353197.62,344776.92,353153.96,40050.93108,7513937.424
10958,N00002740,56,108,1,1,1,1800,12/6/2022,from_centroid,10905,344693.23,353221.76,344743.41,353197.62,344776.92,353153.96,141043.0582,37000693.2
10959,N00002740,56,108,1,1,1,2700,12/6/2022,from_centroid,19590,344693.23,353221.76,344743.41,353197.62,344776.92,353153.96,230774.7861,66406538.15
10960,N00002740,56,108,1,1,1,3600,12/6/2022,from_centroid,37012,344693.23,353221.76,344743.41,353197.62,344776.92,353153.96,431411.0652,125513479
10961,N00002741,16,356,1,1,1,900,12/6/2022,from_centroid,278,344265.26,350949.75,344274.43,350963.35,344615.93,350889.98,5551.916292,939046.3124
