OBJECTID,SA2011,node_dist,stop_dist,centre_in,node_in,stop_in,iso_cutoff,iso_date,iso_type,iso_hectar,centre_X,centre_Y,node_X,node_Y,stop_X,stop_Y,SHAPE_Length,SHAPE_Area
2456,N00000614,19,103,1,1,1,3600,12/6/2022,from_centroid,42855,311488.92,402253.95,311470.26,402255.99,311569.81,402190.11,560128.9976,142232810.1
2457,N00000615,19,228,1,1,0,900,12/6/2022,from_centroid,451,311474.91,402679.96,311461.27,402692.8,311633.55,402515.66,5235.76258,1499565.48
2458,N00000615,19,228,1,1,0,1800,12/6/2022,from_centroid,5041,311474.91,402679.96,311461.27,402692.8,311633.55,402515.66,71111.40994,16752096.71
2459,N00000615,19,228,1,1,0,2700,12/6/2022,from_centroid,17372,311474.91,402679.96,311461.27,402692.8,311633.55,402515.66,225684.3898,57720861.95
2460,N00000615,19,228,1,1,0,3600,12/6/2022,from_centroid,34547,311474.91,402679.96,311461.27,402692.8,311633.55,402515.66,453865.7199,114694638.6
2461,N00000616,14,266,1,1,0,900,12/6/2022,from_centroid,410,311645.91,402780.96,311643.03,402794.36,311633.55,402515.66,4580.971495,1358851.831
2462,N00000616,14,266,1,1,0,1800,12/6/2022,from_centroid,4715,311645.91,402780.96,311643.03,402794.36,311633.55,402515.66,81160.50878,15659675.58
2463,N00000616,14,266,1,1,0,2700,12/6/2022,from_centroid,16760,311645.91,402780.96,311643.03,402794.36,311633.55,402515.66,262491.3441,55646912.42
2464,N00000616,14,266,1,1,0,3600,12/6/2022,from_centroid,34524,311645.91,402780.96,311643.03,402794.36,311633.55,402515.66,507449.518,114620384.6
2465,N00000617,19,101,1,1,0,900,12/6/2022,from_centroid,406,311538.91,402550.96,311535.13,402532.31,311633.55,402515.66,4883.288102,1346102.177
2466,N00000617,19,101,1,1,0,1800,12/6/2022,from_centroid,4572,311538.91,402550.96,311535.13,402532.31,311633.55,402515.66,59251.74345,15196852.26
2467,N00000617,19,101,1,1,0,2700,12/6/2022,from_centroid,16589,311538.91,402550.96,311535.13,402532.31,311633.55,402515.66,210657.7573,55091143.83
2468,N00000617,19,101,1,1,0,3600,12/6/2022,from_centroid,33578,311538.91,402550.96,311535.13,402532.31,311633.55,402515.66,439578.8858,111487839.7
2469,N00000618,57,315,1,1,0,900,12/6/2022,from_centroid,841,310187.89,403505.98,310144.9,403543.17,310166,403192,20032.82722,2795598.205
2470,N00000618,57,315,1,1,0,1800,12/6/2022,from_centroid,22657,310187.89,403505.98,310144.9,403543.17,310166,403192,271360.764,75233652.3
2471,N00000618,57,315,1,1,0,2700,12/6/2022,from_centroid,60817,310187.89,403505.98,310144.9,403543.17,310166,403192,763944.1688,201876344.6
2472,N00000618,57,315,1,1,0,3600,12/6/2022,from_centroid,89941,310187.89,403505.98,310144.9,403543.17,310166,403192,1144968.569,298420621.5
2473,N00000619,28,232,1,1,1,900,12/6/2022,from_centroid,286,310085.87,404925.01,310067.56,404946.43,309857.17,404964.36,4735.664063,946850.5732
2474,N00000619,28,232,1,1,1,1800,12/6/2022,from_centroid,2977,310085.87,404925.01,310067.56,404946.43,309857.17,404964.36,35683.90328,9876470.828
2475,N00000619,28,232,1,1,1,2700,12/6/2022,from_centroid,7349,310085.87,404925.01,310067.56,404946.43,309857.17,404964.36,116994.6868,24384359.09
2476,N00000619,28,232,1,1,1,3600,12/6/2022,from_centroid,16168,310085.87,404925.01,310067.56,404946.43,309857.17,404964.36,230352.6388,53602884.48
2477,N00000620,14,278,1,1,0,900,12/6/2022,from_centroid,341,310260.87,404795,310267.56,404782.39,310525.92,404710.37,6226.48315,1133228.31
2478,N00000620,14,278,1,1,0,1800,12/6/2022,from_centroid,3366,310260.87,404795,310267.56,404782.39,310525.92,404710.37,37413.92893,11174893.49
2479,N00000620,14,278,1,1,0,2700,12/6/2022,from_centroid,11888,310260.87,404795,310267.56,404782.39,310525.92,404710.37,152685.7803,39457882.76
2480,N00000620,14,278,1,1,0,3600,12/6/2022,from_centroid,33768,310260.87,404795,310267.56,404782.39,310525.92,404710.37,434779.754,112110478.5
2481,N00000621,19,149,1,1,1,900,12/6/2022,from_centroid,1241,310216.88,404279.99,310228.49,404264.54,310073.42,404239.76,17762.26058,4124265.672
2482,N00000621,19,149,1,1,1,1800,12/6/2022,from_centroid,11815,310216.88,404279.99,310228.49,404264.54,310073.42,404239.76,140324.3939,39189370.14
2483,N00000621,19,149,1,1,1,2700,12/6/2022,from_centroid,35144,310216.88,404279.99,310228.49,404264.54,310073.42,404239.76,501367.5691,116545934.6
2484,N00000621,19,149,1,1,1,3600,12/6/2022,from_centroid,63471,310216.88,404279.99,310228.49,404264.54,310073.42,404239.76,859352.9672,210445333.7
2485,N00000622,21,39,1,1,1,900,12/6/2022,from_centroid,1210,310323.89,403860.98,310343.18,403869.59,310321.93,403900.37,21337.28664,4022219.74
2486,N00000622,21,39,1,1,1,1800,12/6/2022,from_centroid,18796,310323.89,403860.98,310343.18,403869.59,310321.93,403900.37,221961.4653,62412404.63
2487,N00000622,21,39,1,1,1,2700,12/6/2022,from_centroid,54635,310323.89,403860.98,310343.18,403869.59,310321.93,403900.37,687482.6357,181349180
2488,N00000622,21,39,1,1,1,3600,12/6/2022,from_centroid,83475,310323.89,403860.98,310343.18,403869.59,310321.93,403900.37,1050903.676,276930121.9
2489,N00000623,39,1366,1,1,1,900,12/6/2022,from_centroid,251,299382.85,403887.02,299416.27,403907.15,299004.44,402574.87,4588.418936,833267.5997
2490,N00000623,39,1366,1,1,1,1800,12/6/2022,from_centroid,604,299382.85,403887.02,299416.27,403907.15,299004.44,402574.87,10570.60985,2007367.239
2491,N00000623,39,1366,1,1,1,2700,12/6/2022,from_centroid,604,299382.85,403887.02,299416.27,403907.15,299004.44,402574.87,10570.60985,2007367.239
2492,N00000623,39,1366,1,1,1,3600,12/6/2022,from_centroid,604,299382.85,403887.02,299416.27,403907.15,299004.44,402574.87,10570.60985,2007367.239
2493,N00000624,16,1288,1,1,1,900,12/6/2022,from_centroid,275,301934.88,402715.99,301925.48,402703.26,301780.57,401437.45,4911.24233,917316.622
2494,N00000624,16,1288,1,1,1,1800,12/6/2022,from_centroid,1009,301934.88,402715.99,301925.48,402703.26,301780.57,401437.45,13728.4234,3355505.581
2495,N00000624,16,1288,1,1,1,2700,12/6/2022,from_centroid,1009,301934.88,402715.99,301925.48,402703.26,301780.57,401437.45,13728.4234,3355505.581
2496,N00000624,16,1288,1,1,1,3600,12/6/2022,from_centroid,1009,301934.88,402715.99,301925.48,402703.26,301780.57,401437.45,13728.4234,3355505.581
2497,N00000625,11,114,1,1,1,900,12/6/2022,from_centroid,1520,297895.84,403917.03,297888.98,403908.7,297991.61,403854.39,24252.98101,5052394.301
2498,N00000625,11,114,1,1,1,1800,12/6/2022,from_centroid,9172,297895.84,403917.03,297888.98,403908.7,297991.61,403854.39,108109.51,30487545.44
2499,N00000625,11,114,1,1,1,2700,12/6/2022,from_centroid,17019,297895.84,403917.03,297888.98,403908.7,297991.61,403854.39,178858.2288,56624495.44
2500,N00000625,11,114,1,1,1,3600,12/6/2022,from_centroid,24238,297895.84,403917.03,297888.98,403908.7,297991.61,403854.39,258622.3354,80620678.19
2501,N00000626,11,444,1,1,1,900,12/6/2022,from_centroid,370,300333.89,401575.97,300341.71,401568.42,300614.33,401920.27,7625.64491,1230654.751
2502,N00000626,11,444,1,1,1,1800,12/6/2022,from_centroid,5048,300333.89,401575.97,300341.71,401568.42,300614.33,401920.27,63236.64603,16774832.29
2503,N00000626,11,444,1,1,1,2700,12/6/2022,from_centroid,10581,300333.89,401575.97,300341.71,401568.42,300614.33,401920.27,124479.7704,35183311.35
2504,N00000626,11,444,1,1,1,3600,12/6/2022,from_centroid,17074,300333.89,401575.97,300341.71,401568.42,300614.33,401920.27,201251.6595,56788033.41
2505,N00000627,16,619,1,1,1,900,12/6/2022,from_centroid,332,297303.79,407566.1,297302.35,407550.39,297905.56,407424.5,7161.892248,1103310.442
2506,N00000627,16,619,1,1,1,1800,12/6/2022,from_centroid,1943,297303.79,407566.1,297302.35,407550.39,297905.56,407424.5,32359.19235,6445591.879
2507,N00000627,16,619,1,1,1,2700,12/6/2022,from_centroid,3361,297303.79,407566.1,297302.35,407550.39,297905.56,407424.5,51203.65531,11143887.02
2508,N00000627,16,619,1,1,1,3600,12/6/2022,from_centroid,4872,297303.79,407566.1,297302.35,407550.39,297905.56,407424.5,77709.69725,16163755.53
2509,N00000628,27,1390,1,1,1,900,12/6/2022,from_centroid,275,299356.83,405412.05,299340.06,405390.29,298006.14,405084.57,5341.718529,911182.4564
2510,N00000628,27,1390,1,1,1,1800,12/6/2022,from_centroid,723,299356.83,405412.05,299340.06,405390.29,298006.14,405084.57,10805.44825,2394434.189
2511,N00000628,27,1390,1,1,1,2700,12/6/2022,from_centroid,723,299356.83,405412.05,299340.06,405390.29,298006.14,405084.57,10805.44825,2394434.189
2512,N00000628,27,1390,1,1,1,3600,12/6/2022,from_centroid,723,299356.83,405412.05,299340.06,405390.29,298006.14,405084.57,10805.44825,2394434.189
2513,N00000629,27,413,1,1,0,900,12/6/2022,from_centroid,157,298003.84,404274.04,298027.91,404285.65,298013.83,403861.8,3758.636425,519972.6243
2514,N00000629,27,413,1,1,0,1800,12/6/2022,from_centroid,4857,298003.84,404274.04,298027.91,404285.65,298013.83,403861.8,68461.06918,16146573.86
2515,N00000629,27,413,1,1,0,2700,12/6/2022,from_centroid,10944,298003.84,404274.04,298027.91,404285.65,298013.83,403861.8,137597.8793,36424130
2516,N00000629,27,413,1,1,0,3600,12/6/2022,from_centroid,16409,298003.84,404274.04,298027.91,404285.65,298013.83,403861.8,205922.992,54607380.25
2517,N00000630,19,445,1,1,0,900,12/6/2022,from_centroid,256,298350.84,404152.03,298362.17,404167.7,298013.83,403861.8,4420.739156,844937.6352
2518,N00000630,19,445,1,1,0,1800,12/6/2022,from_centroid,4164,298350.84,404152.03,298362.17,404167.7,298013.83,403861.8,60189.40849,13844841.27
2519,N00000630,19,445,1,1,0,2700,12/6/2022,from_centroid,9486,298350.84,404152.03,298362.17,404167.7,298013.83,403861.8,123689.7412,31574090.15
2520,N00000630,19,445,1,1,0,3600,12/6/2022,from_centroid,13941,298350.84,404152.03,298362.17,404167.7,298013.83,403861.8,182918.0887,46385673.14
2521,N00000631,32,2709,1,1,0,900,12/6/2022,from_centroid,256,319988.88,405575,319989.5,405606.94,318364.19,407742.12,5060.799846,849915.0968
2522,N00000631,32,2709,1,1,0,1800,12/6/2022,from_centroid,636,319988.88,405575,319989.5,405606.94,318364.19,407742.12,10097.41267,2111295.008
2523,N00000631,32,2709,1,1,0,2700,12/6/2022,from_centroid,636,319988.88,405575,319989.5,405606.94,318364.19,407742.12,10097.41267,2111295.008
2524,N00000631,32,2709,1,1,0,3600,12/6/2022,from_centroid,636,319988.88,405575,319989.5,405606.94,318364.19,407742.12,10097.41267,2111295.008
2525,N00000632,24,1996,1,1,0,900,12/6/2022,from_centroid,233,317425.88,405209,317422.96,405185.07,316796.81,407102.88,4154.618913,773239.3399
2526,N00000632,24,1996,1,1,0,1800,12/6/2022,from_centroid,709,317425.88,405209,317422.96,405185.07,316796.81,407102.88,10965.80626,2348299.202
2527,N00000632,24,1996,1,1,0,2700,12/6/2022,from_centroid,709,317425.88,405209,317422.96,405185.07,316796.81,407102.88,10965.80626,2348299.202
2528,N00000632,24,1996,1,1,0,3600,12/6/2022,from_centroid,709,317425.88,405209,317422.96,405185.07,316796.81,407102.88,10965.80626,2348299.202
2529,N00000633,9,959,1,1,0,900,12/6/2022,from_centroid,226,316097.87,405833.01,316093.69,405825.54,315592,406647.84,4426.501664,749442.7108
2530,N00000633,9,959,1,1,0,1800,12/6/2022,from_centroid,1967,316097.87,405833.01,316093.69,405825.54,315592,406647.84,33623.48254,6530975.171
2531,N00000633,9,959,1,1,0,2700,12/6/2022,from_centroid,4123,316097.87,405833.01,316093.69,405825.54,315592,406647.84,71835.01308,13685496.2
2532,N00000633,9,959,1,1,0,3600,12/6/2022,from_centroid,7586,316097.87,405833.01,316093.69,405825.54,315592,406647.84,129277.1509,25157399.65
2533,N00000634,8,2538,1,1,0,900,12/6/2022,from_centroid,372,315759.8,409477.08,315764.65,409483.92,315627.06,406943.51,5808.314285,1231822.32
2534,N00000634,8,2538,1,1,0,1800,12/6/2022,from_centroid,834,315759.8,409477.08,315764.65,409483.92,315627.06,406943.51,11256.78714,2759846.882
2535,N00000634,8,2538,1,1,0,2700,12/6/2022,from_centroid,834,315759.8,409477.08,315764.65,409483.92,315627.06,406943.51,11256.78714,2759846.882
2536,N00000634,8,2538,1,1,0,3600,12/6/2022,from_centroid,834,315759.8,409477.08,315764.65,409483.92,315627.06,406943.51,11256.78714,2759846.882
2537,N00000635,27,1310,1,1,1,900,12/6/2022,from_centroid,182,323517.81,408958.07,323540.17,408942.38,322649.83,409939.18,3665.356608,600672.6106
2538,N00000635,27,1310,1,1,1,1800,12/6/2022,from_centroid,575,323517.81,408958.07,323540.17,408942.38,322649.83,409939.18,10209.3257,1900719.883
2539,N00000635,27,1310,1,1,1,2700,12/6/2022,from_centroid,586,323517.81,408958.07,323540.17,408942.38,322649.83,409939.18,10966.57445,1938654.222
2540,N00000635,27,1310,1,1,1,3600,12/6/2022,from_centroid,586,323517.81,408958.07,323540.17,408942.38,322649.83,409939.18,10966.57445,1938654.222
2541,N00000636,23,6,1,1,1,900,12/6/2022,from_centroid,1855,321352.8,409699.08,321334.02,409711.74,321346.75,409700.87,25285.09343,6145475.732
2542,N00000636,23,6,1,1,1,1800,12/6/2022,from_centroid,7848,321352.8,409699.08,321334.02,409711.74,321346.75,409700.87,93842.96786,25994138.61
2543,N00000636,23,6,1,1,1,2700,12/6/2022,from_centroid,13694,321352.8,409699.08,321334.02,409711.74,321346.75,409700.87,148395.7362,45361131.7
2544,N00000636,23,6,1,1,1,3600,12/6/2022,from_centroid,23285,321352.8,409699.08,321334.02,409711.74,321346.75,409700.87,273036.0484,77185797.32
2545,N00000637,19,236,1,0,0,900,12/6/2022,from_centroid,992,311376.87,404967,311395.94,404964.48,311159.91,405060.37,15580.71722,3290489.199
2546,N00000637,19,236,1,0,0,1800,12/6/2022,from_centroid,8459,311376.87,404967,311395.94,404964.48,311159.91,405060.37,107260.2352,28062581.31
2547,N00000637,19,236,1,0,0,2700,12/6/2022,from_centroid,23742,311376.87,404967,311395.94,404964.48,311159.91,405060.37,316476.6575,78594262.83
2548,N00000637,19,236,1,0,0,3600,12/6/2022,from_centroid,44017,311376.87,404967,311395.94,404964.48,311159.91,405060.37,575611.721,145730641.1
2549,N00000638,13,138,1,1,0,900,12/6/2022,from_centroid,789,311527.87,404919,311539.4,404925.98,311642.91,404994.37,11483.68088,2617344.615
2550,N00000638,13,138,1,1,0,1800,12/6/2022,from_centroid,6634,311527.87,404919,311539.4,404925.98,311642.91,404994.37,77676.18348,21998736.09
2551,N00000638,13,138,1,1,0,2700,12/6/2022,from_centroid,18784,311527.87,404919,311539.4,404925.98,311642.91,404994.37,254938.8368,62177959.45
2552,N00000638,13,138,1,1,0,3600,12/6/2022,from_centroid,31298,311527.87,404919,311539.4,404925.98,311642.91,404994.37,435870.2962,103607301.5
2553,N00000639,14,241,1,1,1,900,12/6/2022,from_centroid,215,311439.88,404532.99,311430.42,404542.83,311536.38,404312.01,4198.239953,716616.5665
2554,N00000639,14,241,1,1,1,1800,12/6/2022,from_centroid,4056,311439.88,404532.99,311430.42,404542.83,311536.38,404312.01,39467.69283,13452093.67
2555,N00000639,14,241,1,1,1,2700,12/6/2022,from_centroid,12610,311439.88,404532.99,311430.42,404542.83,311536.38,404312.01,171256.9876,41816867.02
2556,N00000639,14,241,1,1,1,3600,12/6/2022,from_centroid,19450,311439.88,404532.99,311430.42,404542.83,311536.38,404312.01,283876.1959,64489093.9
2557,N00000640,46,107,1,1,0,900,12/6/2022,from_centroid,1163,311548.89,404134.99,311503.25,404138.72,311495.21,404227.03,18877.66004,3853397.195
2558,N00000640,46,107,1,1,0,1800,12/6/2022,from_centroid,8935,311548.89,404134.99,311503.25,404138.72,311495.21,404227.03,100138.2159,29655384.33
2559,N00000640,46,107,1,1,0,2700,12/6/2022,from_centroid,25739,311548.89,404134.99,311503.25,404138.72,311495.21,404227.03,311998.4419,85340535.96
2560,N00000640,46,107,1,1,0,3600,12/6/2022,from_centroid,48143,311548.89,404134.99,311503.25,404138.72,311495.21,404227.03,614588.9656,159596028.8
2561,N00000641,27,308,1,1,1,900,12/6/2022,from_centroid,523,311794.88,404727,311786.59,404752.9,311642.91,404994.37,10650.45616,1740117.558
2562,N00000641,27,308,1,1,1,1800,12/6/2022,from_centroid,5522,311794.88,404727,311786.59,404752.9,311642.91,404994.37,63530.32717,18324777.34
2563,N00000641,27,308,1,1,1,2700,12/6/2022,from_centroid,16164,311794.88,404727,311786.59,404752.9,311642.91,404994.37,220109.0293,53575503.38
2564,N00000641,27,308,1,1,1,3600,12/6/2022,from_centroid,26081,311794.88,404727,311786.59,404752.9,311642.91,404994.37,365055.7106,86412115.57
2565,N00000642,14,230,1,1,0,900,12/6/2022,from_centroid,350,311476.88,404835,311489.54,404842.03,311642.91,404994.37,6884.852924,1155706.512
2566,N00000642,14,230,1,1,0,1800,12/6/2022,from_centroid,4661,311476.88,404835,311489.54,404842.03,311642.91,404994.37,59056.49319,15450563.12
2567,N00000642,14,230,1,1,0,2700,12/6/2022,from_centroid,13867,311476.88,404835,311489.54,404842.03,311642.91,404994.37,205907.6194,45921941.69
2568,N00000642,14,230,1,1,0,3600,12/6/2022,from_centroid,23829,311476.88,404835,311489.54,404842.03,311642.91,404994.37,356754.8019,78903311.02
2569,N00000643,12,846,1,1,1,900,12/6/2022,from_centroid,214,308718.47,427886.45,308729.69,427889.27,307955.81,428252.17,5441.867033,701146.7974
2570,N00000643,12,846,1,1,1,1800,12/6/2022,from_centroid,524,308718.47,427886.45,308729.69,427889.27,307955.81,428252.17,11639.99252,1722743.529
2571,N00000643,12,846,1,1,1,2700,12/6/2022,from_centroid,524,308718.47,427886.45,308729.69,427889.27,307955.81,428252.17,11639.99252,1722743.529
2572,N00000643,12,846,1,1,1,3600,12/6/2022,from_centroid,524,308718.47,427886.45,308729.69,427889.27,307955.81,428252.17,11639.99252,1722743.529
2573,N00000644,173,450,1,1,1,900,12/6/2022,from_centroid,396,308151.51,425811.41,308186.53,425642.2,308089.82,426257.18,9096.831565,1303205.605
2574,N00000644,173,450,1,1,1,1800,12/6/2022,from_centroid,4758,308151.51,425811.41,308186.53,425642.2,308089.82,426257.18,79893.72875,15648007.35
2575,N00000644,173,450,1,1,1,2700,12/6/2022,from_centroid,6525,308151.51,425811.41,308186.53,425642.2,308089.82,426257.18,102118.642,21460588.46
2576,N00000644,173,450,1,1,1,3600,12/6/2022,from_centroid,7148,308151.51,425811.41,308186.53,425642.2,308089.82,426257.18,106832.0681,23509673.15
2577,N00000645,17,582,1,1,1,900,12/6/2022,from_centroid,397,308584.55,423638.37,308585.82,423620.97,308352.25,424171.68,5949.793681,1305206.756
2578,N00000645,17,582,1,1,1,1800,12/6/2022,from_centroid,1317,308584.55,423638.37,308585.82,423620.97,308352.25,424171.68,21655.46105,4333433.536
2579,N00000645,17,582,1,1,1,2700,12/6/2022,from_centroid,1514,308584.55,423638.37,308585.82,423620.97,308352.25,424171.68,23616.04827,4983518.555
2580,N00000645,17,582,1,1,1,3600,12/6/2022,from_centroid,1552,308584.55,423638.37,308585.82,423620.97,308352.25,424171.68,24283.2851,5110970.159
2581,N00000646,42,813,1,1,0,900,12/6/2022,from_centroid,458,309120.59,421056.32,309157.53,421035.88,308946.37,421850.32,6869.256375,1507375.176
2582,N00000646,42,813,1,1,0,1800,12/6/2022,from_centroid,1469,309120.59,421056.32,309157.53,421035.88,308946.37,421850.32,25140.12902,4843176.571
2583,N00000646,42,813,1,1,0,2700,12/6/2022,from_centroid,1586,309120.59,421056.32,309157.53,421035.88,308946.37,421850.32,26771.70639,5228897.507
2584,N00000646,42,813,1,1,0,3600,12/6/2022,from_centroid,1618,309120.59,421056.32,309157.53,421035.88,308946.37,421850.32,27578.87031,5331094.056
2585,N00000647,22,179,1,1,1,900,12/6/2022,from_centroid,2364,297647.43,431941.57,297669.86,431940.68,297725.88,431781.08,44355.82501,7752473.489
2586,N00000647,22,179,1,1,1,1800,12/6/2022,from_centroid,13883,297647.43,431941.57,297669.86,431940.68,297725.88,431781.08,211465.6402,45529156.17
2587,N00000647,22,179,1,1,1,2700,12/6/2022,from_centroid,26346,297647.43,431941.57,297669.86,431940.68,297725.88,431781.08,388442.109,86394132.77
2588,N00000647,22,179,1,1,1,3600,12/6/2022,from_centroid,37811,297647.43,431941.57,297669.86,431940.68,297725.88,431781.08,521385.1399,124020998.8
2589,N00000648,80,277,1,1,1,900,12/6/2022,from_centroid,952,296463.4,433404.6,296490.68,433479.47,296338.95,433651.63,20537.935,3120542.222
2590,N00000648,80,277,1,1,1,1800,12/6/2022,from_centroid,7700,296463.4,433404.6,296490.68,433479.47,296338.95,433651.63,121858.3598,25233929.89
2591,N00000648,80,277,1,1,1,2700,12/6/2022,from_centroid,14018,296463.4,433404.6,296490.68,433479.47,296338.95,433651.63,214063.643,45951252.77
2592,N00000648,80,277,1,1,1,3600,12/6/2022,from_centroid,22314,296463.4,433404.6,296490.68,433479.47,296338.95,433651.63,308260.7358,73125207.43
2593,N00000649,25,1012,1,1,0,900,12/6/2022,from_centroid,99,293078.44,431659.58,293054.69,431650.73,292960.55,432664.34,2497.31279,325605.1549
2594,N00000649,25,1012,1,1,0,1800,12/6/2022,from_centroid,273,293078.44,431659.58,293054.69,431650.73,292960.55,432664.34,5789.577275,895874.877
2595,N00000649,25,1012,1,1,0,2700,12/6/2022,from_centroid,273,293078.44,431659.58,293054.69,431650.73,292960.55,432664.34,5789.577275,895874.877
2596,N00000649,25,1012,1,1,0,3600,12/6/2022,from_centroid,273,293078.44,431659.58,293054.69,431650.73,292960.55,432664.34,5789.577275,895874.877
2597,N00000650,28,171,1,1,1,900,12/6/2022,from_centroid,1307,292042.43,432287.6,292022.83,432267.5,292145.64,432423.57,25928.61317,4288179.286
2598,N00000650,28,171,1,1,1,1800,12/6/2022,from_centroid,7938,292042.43,432287.6,292022.83,432267.5,292145.64,432423.57,119780.8943,26004089.99
2599,N00000650,28,171,1,1,1,2700,12/6/2022,from_centroid,16369,292042.43,432287.6,292022.83,432267.5,292145.64,432423.57,241161.931,53653359.46
2600,N00000650,28,171,1,1,1,3600,12/6/2022,from_centroid,30846,292042.43,432287.6,292022.83,432267.5,292145.64,432423.57,411906.4959,101136391.5
2601,N00000651,14,70,1,1,1,900,12/6/2022,from_centroid,536,296468.53,425636.45,296456.59,425642.94,296417.99,425685.22,8305.232904,1759236.712
2602,N00000651,14,70,1,1,1,1800,12/6/2022,from_centroid,5211,296468.53,425636.45,296456.59,425642.94,296417.99,425685.22,62870.17793,17141349.36
2603,N00000651,14,70,1,1,1,2700,12/6/2022,from_centroid,13349,296468.53,425636.45,296456.59,425642.94,296417.99,425685.22,178368.4683,43882482.39
2604,N00000651,14,70,1,1,1,3600,12/6/2022,from_centroid,22028,296468.53,425636.45,296456.59,425642.94,296417.99,425685.22,299474.9336,72369746.17
2605,N00000652,23,341,1,1,1,900,12/6/2022,from_centroid,184,296005.52,426323.47,296025.88,426333.5,296085.92,425992.12,3987.853672,603398.452
2606,N00000652,23,341,1,1,1,1800,12/6/2022,from_centroid,3876,296005.52,426323.47,296025.88,426333.5,296085.92,425992.12,54071.83297,12748693.9
2607,N00000652,23,341,1,1,1,2700,12/6/2022,from_centroid,10249,296005.52,426323.47,296025.88,426333.5,296085.92,425992.12,165980.2061,33713211.16
2608,N00000652,23,341,1,1,1,3600,12/6/2022,from_centroid,19944,296005.52,426323.47,296025.88,426333.5,296085.92,425992.12,315682.747,65604919.54
2609,N00000653,16,156,1,1,0,900,12/6/2022,from_centroid,416,295680.52,426215.47,295680.04,426231.53,295603.92,426351.12,5570.495543,1366499.271
2610,N00000653,16,156,1,1,0,1800,12/6/2022,from_centroid,4760,295680.52,426215.47,295680.04,426231.53,295603.92,426351.12,66838.9444,15647683.79
2611,N00000653,16,156,1,1,0,2700,12/6/2022,from_centroid,13240,295680.52,426215.47,295680.04,426231.53,295603.92,426351.12,209487.0154,43559766.32
2612,N00000653,16,156,1,1,0,3600,12/6/2022,from_centroid,24160,295680.52,426215.47,295680.04,426231.53,295603.92,426351.12,406907.6765,79439487.32
2613,N00000654,26,222,1,1,0,900,12/6/2022,from_centroid,254,295437.52,426204.47,295418.07,426187.09,295603.92,426351.12,4570.647363,835636.4361
2614,N00000654,26,222,1,1,0,1800,12/6/2022,from_centroid,7861,295437.52,426204.47,295418.07,426187.09,295603.92,426351.12,114429.7371,25827203.76
2615,N00000654,26,222,1,1,0,2700,12/6/2022,from_centroid,20574,295437.52,426204.47,295418.07,426187.09,295603.92,426351.12,319427.3316,67624832.09
2616,N00000654,26,222,1,1,0,3600,12/6/2022,from_centroid,40682,295437.52,426204.47,295418.07,426187.09,295603.92,426351.12,581333.5581,133772903.9
2617,N00000655,28,161,1,1,1,900,12/6/2022,from_centroid,870,295919.52,425877.46,295945.92,425886.1,295762.74,425842.48,15289.92243,2857152.7
2618,N00000655,28,161,1,1,1,1800,12/6/2022,from_centroid,8777,295919.52,425877.46,295945.92,425886.1,295762.74,425842.48,117176.8106,28873295.95
2619,N00000655,28,161,1,1,1,2700,12/6/2022,from_centroid,22156,295919.52,425877.46,295945.92,425886.1,295762.74,425842.48,303994.1142,72916152.45
2620,N00000655,28,161,1,1,1,3600,12/6/2022,from_centroid,45194,295919.52,425877.46,295945.92,425886.1,295762.74,425842.48,589902.9009,148777254
2621,N00000656,44,50,1,1,1,900,12/6/2022,from_centroid,512,296342.52,425843.46,296381.04,425865.59,296365.21,425798.42,10846.9687,1683744.1
2622,N00000656,44,50,1,1,1,1800,12/6/2022,from_centroid,6029,296342.52,425843.46,296381.04,425865.59,296365.21,425798.42,76358.95578,19843067.7
2623,N00000656,44,50,1,1,1,2700,12/6/2022,from_centroid,15063,296342.52,425843.46,296381.04,425865.59,296365.21,425798.42,210090.9157,49533166.6
2624,N00000656,44,50,1,1,1,3600,12/6/2022,from_centroid,31875,296342.52,425843.46,296381.04,425865.59,296365.21,425798.42,439200.603,104798686.3
2625,N00000657,9,105,1,1,1,900,12/6/2022,from_centroid,1970,306740.65,418036.27,306735.47,418043.25,306832.88,417986.24,39433.17386,6500729.753
2626,N00000657,9,105,1,1,1,1800,12/6/2022,from_centroid,15007,306740.65,418036.27,306735.47,418043.25,306832.88,417986.24,229062.6892,49465589.79
2627,N00000657,9,105,1,1,1,2700,12/6/2022,from_centroid,30898,306740.65,418036.27,306735.47,418043.25,306832.88,417986.24,413855.1478,101861625.9
2628,N00000657,9,105,1,1,1,3600,12/6/2022,from_centroid,43400,306740.65,418036.27,306735.47,418043.25,306832.88,417986.24,566008.08,143093739
2629,N00000658,62,137,1,1,1,900,12/6/2022,from_centroid,674,303422.67,416868.26,303373.12,416830.64,303543.4,416932.34,14723.85899,2229243.423
2630,N00000658,62,137,1,1,1,1800,12/6/2022,from_centroid,5208,303422.67,416868.26,303373.12,416830.64,303543.4,416932.34,79375.43686,17223623.19
2631,N00000658,62,137,1,1,1,2700,12/6/2022,from_centroid,8524,303422.67,416868.26,303373.12,416830.64,303543.4,416932.34,116217.6927,28213362.03
2632,N00000658,62,137,1,1,1,3600,12/6/2022,from_centroid,11752,303422.67,416868.26,303373.12,416830.64,303543.4,416932.34,146698.734,38940138.11
2633,N00000659,31,576,1,1,1,900,12/6/2022,from_centroid,219,306056.63,418985.29,306050.87,418955.08,306570.27,418725.13,5303.384902,723074.8652
